# BUSCO version is: 2.0 
# The lineage dataset is: diptera_odb9 (Creation date: 2016-10-21, number of species: 25, number of BUSCOs: 2799)
# To reproduce this run: python /pub/jje/ee282/bin/busco/BUSCO.py -i ./Assemble_MinION_reads/nanopore_assembly/nanopore_assembly/data/processed/unitigs.fa -o unitigs_diptera_odb9 -l /pub/jje/ee282/bin/busco/lineages/diptera_odb9/ -m genome -c 32 -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG0915017Z	Missing
EOG09150182	Missing
EOG09150186	Missing
EOG0915018G	Missing
EOG0915018L	Missing
EOG0915018N	Missing
EOG0915018V	Missing
EOG09150195	Missing
EOG09150197	Missing
EOG09150199	Missing
EOG0915019B	Missing
EOG0915019J	Missing
EOG0915019P	Missing
EOG0915019S	Missing
EOG0915019V	Missing
EOG0915019W	Missing
EOG091501A1	Missing
EOG091501AD	Missing
EOG091501AN	Missing
EOG091501AO	Missing
EOG091501AP	Missing
EOG091501AS	Missing
EOG091501AT	Missing
EOG091501AV	Missing
EOG091501AW	Missing
EOG091501B2	Missing
EOG091501B6	Missing
EOG091501BC	Missing
EOG091501BE	Missing
EOG091501BI	Missing
EOG091501BJ	Missing
EOG091501BN	Missing
EOG091501BU	Missing
EOG091501C2	Missing
EOG091501C4	Missing
EOG091501C7	Missing
EOG091501CX	Missing
EOG091501CY	Missing
EOG091501D1	Missing
EOG091501D2	Missing
EOG091501D3	Missing
EOG091501D7	Complete	utg000010l	3242939	3248400	64.1	126
EOG091501D8	Missing
EOG091501DA	Missing
EOG091501DE	Missing
EOG091501DM	Missing
EOG091501DO	Missing
EOG091501DS	Missing
EOG091501E2	Missing
EOG091501E3	Missing
EOG091501E4	Missing
EOG091501E5	Missing
EOG091501EC	Missing
EOG091501EL	Missing
EOG091501ER	Missing
EOG091501ES	Missing
EOG091501F0	Missing
EOG091501F6	Missing
EOG091501FF	Missing
EOG091501FK	Missing
EOG091501FM	Missing
EOG091501FN	Missing
EOG091501FP	Missing
EOG091501FR	Missing
EOG091501FT	Missing
EOG091501G6	Missing
EOG091501G8	Missing
EOG091501GB	Missing
EOG091501GD	Missing
EOG091501GH	Missing
EOG091501GL	Missing
EOG091501GN	Missing
EOG091501GP	Missing
EOG091501GQ	Missing
EOG091501GV	Missing
EOG091501H2	Missing
EOG091501H5	Missing
EOG091501HB	Missing
EOG091501HK	Missing
EOG091501HN	Missing
EOG091501HO	Missing
EOG091501HU	Missing
EOG091501HV	Missing
EOG091501HW	Missing
EOG091501HY	Missing
EOG091501HZ	Missing
EOG091501I7	Missing
EOG091501I9	Missing
EOG091501IH	Missing
EOG091501II	Missing
EOG091501IJ	Missing
EOG091501IL	Missing
EOG091501IM	Missing
EOG091501IO	Missing
EOG091501IP	Missing
EOG091501IZ	Missing
EOG091501J7	Missing
EOG091501JC	Missing
EOG091501JD	Missing
EOG091501JH	Missing
EOG091501JM	Fragmented	utg000026l	9623437	9630190	63.1	73
EOG091501JP	Missing
EOG091501JR	Missing
EOG091501JV	Missing
EOG091501JW	Missing
EOG091501K7	Missing
EOG091501K9	Missing
EOG091501KD	Missing
EOG091501KE	Missing
EOG091501KF	Missing
EOG091501KI	Missing
EOG091501KQ	Missing
EOG091501KT	Missing
EOG091501KV	Missing
EOG091501KY	Missing
EOG091501L3	Missing
EOG091501L7	Missing
EOG091501L9	Missing
EOG091501LB	Missing
EOG091501LL	Missing
EOG091501LX	Missing
EOG091501LY	Missing
EOG091501M4	Missing
EOG091501M8	Missing
EOG091501M9	Missing
EOG091501MA	Missing
EOG091501MG	Missing
EOG091501MH	Missing
EOG091501MN	Missing
EOG091501MO	Missing
EOG091501MS	Missing
EOG091501MZ	Missing
EOG091501N1	Missing
EOG091501N2	Missing
EOG091501N4	Missing
EOG091501N8	Missing
EOG091501NB	Missing
EOG091501NH	Missing
EOG091501NI	Missing
EOG091501NR	Missing
EOG091501NW	Missing
EOG091501O4	Missing
EOG091501O7	Missing
EOG091501OD	Missing
EOG091501OH	Missing
EOG091501OL	Missing
EOG091501OT	Missing
EOG091501OU	Missing
EOG091501OV	Missing
EOG091501OX	Missing
EOG091501OY	Missing
EOG091501OZ	Missing
EOG091501P3	Missing
EOG091501P7	Missing
EOG091501PE	Missing
EOG091501PH	Missing
EOG091501PO	Missing
EOG091501PU	Missing
EOG091501PV	Missing
EOG091501PZ	Missing
EOG091501Q1	Missing
EOG091501Q7	Missing
EOG091501QC	Missing
EOG091501QE	Missing
EOG091501QL	Missing
EOG091501QM	Missing
EOG091501QQ	Missing
EOG091501QS	Missing
EOG091501QV	Missing
EOG091501QX	Missing
EOG091501R9	Missing
EOG091501RA	Missing
EOG091501RG	Missing
EOG091501RI	Missing
EOG091501RJ	Missing
EOG091501RM	Missing
EOG091501RO	Missing
EOG091501RQ	Missing
EOG091501RZ	Missing
EOG091501S1	Missing
EOG091501S8	Missing
EOG091501SB	Missing
EOG091501SH	Missing
EOG091501SI	Missing
EOG091501SJ	Missing
EOG091501SL	Missing
EOG091501ST	Missing
EOG091501SX	Missing
EOG091501T2	Missing
EOG091501T8	Missing
EOG091501T9	Missing
EOG091501TA	Missing
EOG091501TH	Missing
EOG091501TK	Missing
EOG091501TN	Missing
EOG091501TV	Missing
EOG091501TX	Missing
EOG091501U0	Missing
EOG091501UA	Missing
EOG091501UD	Missing
EOG091501UE	Missing
EOG091501UP	Missing
EOG091501UT	Missing
EOG091501UU	Missing
EOG091501UX	Missing
EOG091501V0	Missing
EOG091501VA	Missing
EOG091501VB	Missing
EOG091501VC	Missing
EOG091501VG	Missing
EOG091501VK	Missing
EOG091501VO	Missing
EOG091501VR	Missing
EOG091501VT	Missing
EOG091501VY	Missing
EOG091501VZ	Missing
EOG091501W1	Missing
EOG091501W3	Missing
EOG091501W6	Missing
EOG091501WK	Missing
EOG091501WP	Missing
EOG091501WS	Missing
EOG091501WU	Missing
EOG091501WY	Missing
EOG091501WZ	Missing
EOG091501X6	Missing
EOG091501XN	Missing
EOG091501XO	Missing
EOG091501XT	Missing
EOG091501XU	Missing
EOG091501XW	Missing
EOG091501Y5	Missing
EOG091501YD	Missing
EOG091501YG	Missing
EOG091501YN	Missing
EOG091501YT	Missing
EOG091501YV	Missing
EOG091501YW	Missing
EOG091501ZI	Missing
EOG091501ZJ	Missing
EOG091501ZQ	Missing
EOG091501ZT	Missing
EOG091501ZX	Missing
EOG09150202	Missing
EOG09150203	Missing
EOG09150209	Missing
EOG0915020A	Missing
EOG0915020D	Missing
EOG0915020F	Missing
EOG0915020I	Missing
EOG0915020P	Missing
EOG0915020Q	Missing
EOG0915020U	Missing
EOG09150210	Missing
EOG09150215	Missing
EOG09150217	Missing
EOG0915021C	Missing
EOG0915021D	Missing
EOG0915021J	Missing
EOG0915021L	Missing
EOG09150225	Missing
EOG09150227	Missing
EOG09150229	Missing
EOG0915022F	Missing
EOG0915022H	Missing
EOG0915022J	Missing
EOG0915022O	Missing
EOG0915022Q	Fragmented	utg000026l	3179455	3181476	103.5	171
EOG0915022U	Missing
EOG0915022Y	Missing
EOG0915022Z	Missing
EOG09150232	Missing
EOG09150237	Missing
EOG0915023A	Fragmented	utg000011l	5155867	5159497	172.3	295
EOG0915023G	Missing
EOG0915023H	Missing
EOG0915023P	Missing
EOG0915023X	Missing
EOG09150241	Missing
EOG09150244	Missing
EOG09150245	Missing
EOG0915024C	Missing
EOG0915024I	Missing
EOG0915024N	Missing
EOG0915024R	Missing
EOG0915024V	Missing
EOG09150258	Missing
EOG0915025I	Missing
EOG0915025O	Missing
EOG0915025P	Missing
EOG0915025Q	Missing
EOG0915025X	Missing
EOG09150260	Missing
EOG0915026E	Missing
EOG0915026L	Missing
EOG0915026N	Missing
EOG0915026P	Missing
EOG0915026Q	Missing
EOG09150272	Missing
EOG09150276	Missing
EOG09150278	Missing
EOG0915027F	Missing
EOG0915027O	Missing
EOG09150280	Missing
EOG09150284	Missing
EOG0915028C	Missing
EOG0915028F	Missing
EOG0915028H	Missing
EOG0915028I	Missing
EOG0915028J	Missing
EOG0915028K	Missing
EOG0915028N	Missing
EOG0915028Q	Missing
EOG0915028T	Missing
EOG0915028Y	Fragmented	utg000008l	2613469	2617573	132.6	251
EOG09150290	Missing
EOG09150291	Missing
EOG09150293	Missing
EOG0915029A	Missing
EOG0915029B	Missing
EOG0915029N	Missing
EOG0915029U	Missing
EOG091502A0	Missing
EOG091502A1	Missing
EOG091502A3	Missing
EOG091502A5	Missing
EOG091502A6	Missing
EOG091502A8	Missing
EOG091502A9	Missing
EOG091502AA	Missing
EOG091502AC	Missing
EOG091502AG	Missing
EOG091502AN	Missing
EOG091502AO	Missing
EOG091502AW	Missing
EOG091502B0	Missing
EOG091502B3	Missing
EOG091502B5	Missing
EOG091502B7	Missing
EOG091502B8	Missing
EOG091502BG	Missing
EOG091502BS	Missing
EOG091502BZ	Missing
EOG091502C7	Missing
EOG091502C9	Missing
EOG091502CH	Missing
EOG091502CO	Missing
EOG091502CT	Missing
EOG091502CW	Missing
EOG091502D0	Missing
EOG091502D3	Missing
EOG091502D8	Missing
EOG091502DB	Missing
EOG091502DS	Missing
EOG091502DT	Missing
EOG091502DU	Missing
EOG091502DW	Missing
EOG091502E5	Missing
EOG091502E7	Missing
EOG091502E8	Missing
EOG091502EB	Missing
EOG091502EJ	Missing
EOG091502EN	Missing
EOG091502ER	Missing
EOG091502EY	Missing
EOG091502EZ	Missing
EOG091502F9	Missing
EOG091502FB	Missing
EOG091502FD	Missing
EOG091502FE	Missing
EOG091502FG	Missing
EOG091502FI	Missing
EOG091502FL	Missing
EOG091502FM	Missing
EOG091502FN	Missing
EOG091502FU	Missing
EOG091502G4	Missing
EOG091502G5	Missing
EOG091502G9	Missing
EOG091502GG	Missing
EOG091502GJ	Missing
EOG091502GL	Missing
EOG091502GM	Missing
EOG091502GN	Missing
EOG091502GP	Fragmented	utg000026l	6384971	6388046	94.3	114
EOG091502GS	Missing
EOG091502H1	Missing
EOG091502H5	Missing
EOG091502H8	Missing
EOG091502H9	Missing
EOG091502HI	Missing
EOG091502HO	Missing
EOG091502HP	Missing
EOG091502HT	Missing
EOG091502I0	Missing
EOG091502I4	Missing
EOG091502IK	Missing
EOG091502IL	Missing
EOG091502IR	Missing
EOG091502IT	Missing
EOG091502J3	Missing
EOG091502J4	Missing
EOG091502J5	Missing
EOG091502J9	Missing
EOG091502JC	Missing
EOG091502JL	Missing
EOG091502JM	Missing
EOG091502JP	Missing
EOG091502JX	Missing
EOG091502JZ	Missing
EOG091502K0	Missing
EOG091502K1	Missing
EOG091502K6	Missing
EOG091502KA	Missing
EOG091502KI	Missing
EOG091502KN	Missing
EOG091502KQ	Missing
EOG091502L5	Missing
EOG091502LC	Missing
EOG091502LP	Missing
EOG091502LT	Missing
EOG091502LW	Missing
EOG091502LX	Missing
EOG091502M1	Missing
EOG091502M3	Missing
EOG091502MF	Missing
EOG091502MS	Missing
EOG091502MT	Missing
EOG091502N1	Missing
EOG091502N6	Missing
EOG091502NC	Missing
EOG091502NG	Missing
EOG091502NR	Missing
EOG091502NY	Missing
EOG091502O5	Missing
EOG091502O9	Missing
EOG091502OE	Missing
EOG091502OG	Missing
EOG091502OI	Missing
EOG091502OK	Missing
EOG091502OL	Missing
EOG091502OR	Missing
EOG091502OV	Missing
EOG091502OW	Missing
EOG091502P0	Missing
EOG091502P2	Missing
EOG091502P4	Missing
EOG091502PE	Missing
EOG091502PL	Missing
EOG091502PN	Missing
EOG091502PO	Missing
EOG091502PR	Missing
EOG091502PU	Missing
EOG091502PZ	Missing
EOG091502Q0	Missing
EOG091502QE	Missing
EOG091502QN	Missing
EOG091502QP	Missing
EOG091502QY	Missing
EOG091502R1	Missing
EOG091502R4	Missing
EOG091502R6	Missing
EOG091502RE	Missing
EOG091502RN	Missing
EOG091502S1	Missing
EOG091502S3	Missing
EOG091502S6	Missing
EOG091502SB	Missing
EOG091502SC	Missing
EOG091502SD	Missing
EOG091502SH	Missing
EOG091502SI	Fragmented	utg000008l	816234	817340	244.6	141
EOG091502SK	Missing
EOG091502SQ	Missing
EOG091502SW	Missing
EOG091502T4	Missing
EOG091502TF	Missing
EOG091502TL	Missing
EOG091502TM	Missing
EOG091502TO	Missing
EOG091502TQ	Missing
EOG091502TU	Missing
EOG091502U5	Missing
EOG091502U8	Missing
EOG091502UI	Missing
EOG091502UJ	Missing
EOG091502UO	Missing
EOG091502UQ	Missing
EOG091502UW	Missing
EOG091502UY	Missing
EOG091502V4	Missing
EOG091502V5	Missing
EOG091502V9	Missing
EOG091502VC	Missing
EOG091502VK	Missing
EOG091502VO	Missing
EOG091502VQ	Missing
EOG091502WH	Missing
EOG091502WK	Missing
EOG091502WL	Missing
EOG091502WO	Missing
EOG091502WR	Missing
EOG091502WS	Missing
EOG091502WT	Missing
EOG091502WU	Missing
EOG091502WV	Missing
EOG091502X0	Missing
EOG091502X2	Missing
EOG091502X4	Missing
EOG091502X6	Missing
EOG091502XK	Missing
EOG091502XL	Missing
EOG091502XO	Missing
EOG091502XU	Missing
EOG091502XW	Missing
EOG091502Y2	Missing
EOG091502Y8	Missing
EOG091502YQ	Missing
EOG091502YR	Missing
EOG091502YZ	Missing
EOG091502Z4	Missing
EOG091502Z9	Missing
EOG091502ZK	Missing
EOG091502ZQ	Missing
EOG09150300	Missing
EOG09150301	Missing
EOG0915030B	Missing
EOG0915030L	Missing
EOG0915030O	Missing
EOG0915030T	Missing
EOG09150313	Missing
EOG0915031A	Missing
EOG0915031D	Missing
EOG0915031G	Missing
EOG0915031J	Missing
EOG0915031P	Missing
EOG0915031Q	Missing
EOG0915031R	Missing
EOG0915031Y	Missing
EOG09150328	Missing
EOG0915032C	Missing
EOG0915032E	Missing
EOG0915032G	Missing
EOG0915032I	Missing
EOG0915032L	Missing
EOG0915032N	Missing
EOG0915032O	Missing
EOG0915032P	Missing
EOG0915032X	Missing
EOG0915032Y	Missing
EOG09150331	Missing
EOG09150336	Missing
EOG09150339	Missing
EOG0915033F	Missing
EOG0915033P	Missing
EOG0915033T	Missing
EOG0915033V	Missing
EOG0915033W	Missing
EOG0915033X	Missing
EOG09150340	Missing
EOG09150342	Missing
EOG09150346	Missing
EOG09150347	Fragmented	utg000001l	6436422	6442036	103.3	179
EOG0915034E	Missing
EOG0915034J	Missing
EOG0915034M	Missing
EOG0915034V	Missing
EOG0915034W	Missing
EOG09150351	Missing
EOG09150352	Missing
EOG0915035I	Missing
EOG0915035L	Missing
EOG0915035N	Missing
EOG0915035P	Missing
EOG0915035Y	Missing
EOG09150360	Missing
EOG09150361	Missing
EOG0915036A	Missing
EOG0915036F	Missing
EOG0915036K	Missing
EOG0915036R	Missing
EOG0915036S	Missing
EOG0915036U	Missing
EOG09150375	Missing
EOG09150376	Missing
EOG09150377	Missing
EOG09150378	Missing
EOG0915037B	Missing
EOG0915037W	Missing
EOG09150386	Missing
EOG09150389	Missing
EOG0915038A	Missing
EOG0915038K	Missing
EOG0915038N	Missing
EOG0915038R	Missing
EOG0915038V	Missing
EOG0915038W	Missing
EOG0915038Z	Missing
EOG09150397	Missing
EOG0915039E	Missing
EOG0915039H	Missing
EOG0915039K	Missing
EOG0915039Q	Missing
EOG091503A4	Missing
EOG091503AB	Missing
EOG091503AG	Missing
EOG091503AH	Missing
EOG091503AL	Missing
EOG091503AW	Missing
EOG091503AZ	Missing
EOG091503B0	Missing
EOG091503B9	Missing
EOG091503BA	Missing
EOG091503BD	Missing
EOG091503BF	Missing
EOG091503BK	Missing
EOG091503BM	Missing
EOG091503BR	Missing
EOG091503C0	Missing
EOG091503C1	Missing
EOG091503C3	Fragmented	utg000001l	6642818	6643913	170.5	251
EOG091503C5	Missing
EOG091503C6	Missing
EOG091503C7	Missing
EOG091503CC	Missing
EOG091503CJ	Missing
EOG091503CM	Missing
EOG091503CR	Missing
EOG091503CY	Missing
EOG091503CZ	Missing
EOG091503D9	Missing
EOG091503DA	Missing
EOG091503DD	Missing
EOG091503DE	Missing
EOG091503DH	Missing
EOG091503DL	Missing
EOG091503DN	Missing
EOG091503DP	Missing
EOG091503DS	Missing
EOG091503DX	Missing
EOG091503DY	Missing
EOG091503DZ	Missing
EOG091503E8	Fragmented	utg000031l	869884	870987	88.1	161
EOG091503EF	Missing
EOG091503EI	Missing
EOG091503EJ	Missing
EOG091503EK	Missing
EOG091503ER	Missing
EOG091503EV	Missing
EOG091503F1	Missing
EOG091503FA	Missing
EOG091503FJ	Missing
EOG091503FK	Missing
EOG091503FL	Missing
EOG091503FO	Missing
EOG091503FS	Missing
EOG091503FW	Missing
EOG091503G0	Missing
EOG091503G1	Missing
EOG091503G5	Missing
EOG091503G9	Fragmented	utg000028l	1154735	1164454	62.3	67
EOG091503GC	Missing
EOG091503GD	Missing
EOG091503GK	Missing
EOG091503GQ	Missing
EOG091503H4	Missing
EOG091503H8	Missing
EOG091503HQ	Missing
EOG091503HU	Missing
EOG091503HW	Missing
EOG091503HX	Complete	utg000008l	2004727	2012087	370.9	405
EOG091503I2	Missing
EOG091503I6	Missing
EOG091503IB	Missing
EOG091503IG	Missing
EOG091503II	Missing
EOG091503IM	Missing
EOG091503IP	Missing
EOG091503IT	Missing
EOG091503J3	Missing
EOG091503J4	Missing
EOG091503J6	Missing
EOG091503J8	Missing
EOG091503J9	Missing
EOG091503JC	Missing
EOG091503JL	Missing
