# TBLASTN 2.2.31+
# Query: EOG09150006
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 13 hits found
EOG09150009	utg000001l	47.92	48	25	0	588	635	4077021	4076878	3e-04	49.7
EOG09150009	utg000001l	29.82	171	88	7	166	320	702386	701922	8e-04	47.8
EOG09150009	utg000001l	38.89	72	42	1	1776	1847	4085429	4085220	8e-04	47.8
EOG09150009	utg000070l	32.57	175	105	6	1659	1822	180471	179953	5e-12	63.9
EOG09150009	utg000070l	42.11	38	22	0	1821	1858	179968	179855	5e-12	31.2
EOG09150009	utg000070l	28.15	238	132	9	1907	2126	180926	180276	4e-11	72.4
EOG09150009	utg000070l	27.01	174	85	7	290	450	180911	180477	2e-08	43.1
EOG09150009	utg000070l	29.32	191	109	7	444	617	180486	179941	2e-08	39.3
EOG09150009	utg000070l	28.57	245	147	12	2533	2767	181172	180492	2e-06	47.0
EOG09150009	utg000070l	56.52	23	10	0	2778	2800	180471	180403	2e-06	28.9
EOG09150009	utg000070l	33.66	101	64	1	1160	1257	180237	179935	2e-05	53.1
EOG09150009	utg000070l	34.04	94	61	1	2435	2527	180216	179935	4e-05	49.3
EOG09150009	utg000070l	52.17	23	9	1	2527	2547	179947	179879	4e-05	21.9
EOG09150009	utg000070l	30.51	177	83	8	1610	1759	181576	181085	6e-05	51.6
EOG09150009	utg000070l	28.26	230	138	11	1163	1379	181166	180519	6e-05	49.3
EOG09150009	utg000070l	30.43	46	25	1	1388	1426	180474	180337	6e-05	21.2
EOG09150009	utg000070l	27.27	187	127	3	1629	1810	180225	179677	1e-04	48.9
EOG09150009	utg000070l	45.00	20	11	0	1830	1849	179630	179571	1e-04	20.8
EOG09150009	utg000070l	28.29	152	99	6	846	995	180923	180492	1e-04	50.4
EOG09150009	utg000070l	35.11	94	59	1	210	301	180219	179938	2e-04	43.1
EOG09150009	utg000070l	52.63	19	9	0	177	195	180320	180264	2e-04	25.8
EOG09150009	utg000002l	26.97	178	113	3	2535	2696	9827873	9827343	1e-09	67.4
EOG09150009	utg000002l	37.93	87	42	4	3555	3630	12571773	12571516	3e-05	52.8
# TBLASTN 2.2.31+
# Query: EOG0915000C
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 59 hits found
EOG0915000C	utg000028l	32.32	1869	904	94	1846	3490	1935702	1930507	1e-148	484
EOG0915000C	utg000028l	27.63	333	152	12	3493	3741	1930438	1929455	1e-148	67.8
EOG0915000C	utg000028l	34.47	1471	732	68	451	1767	1940208	1936030	2e-128	460
EOG0915000C	utg000028l	33.29	1643	814	76	810	2260	1938961	1934303	4e-111	403
EOG0915000C	utg000028l	33.19	678	324	26	139	708	1941301	1939331	2e-54	215
EOG0915000C	utg000028l	40.57	244	111	10	3996	4210	1927702	1926986	2e-36	113
EOG0915000C	utg000028l	41.41	128	65	5	3864	3987	1928093	1927728	2e-36	64.3
EOG0915000C	utg000028l	31.19	202	130	2	1725	1917	1933351	1932746	1e-33	100
EOG0915000C	utg000028l	23.08	546	360	22	1216	1730	1934883	1933333	1e-33	67.0
EOG0915000C	utg000028l	27.73	714	417	33	1204	1858	1939299	1937278	3e-32	142
EOG0915000C	utg000028l	31.28	195	115	5	1340	1523	1933351	1932791	4e-31	92.0
EOG0915000C	utg000028l	28.32	286	164	14	1081	1346	1934124	1933330	4e-31	67.8
EOG0915000C	utg000028l	24.05	1156	653	54	1349	2361	1939260	1936039	4e-29	131
EOG0915000C	utg000028l	38.93	149	80	4	2919	3060	1937712	1937278	4e-22	99.0
EOG0915000C	utg000028l	57.89	19	8	0	3091	3109	1937201	1937145	4e-22	30.4
EOG0915000C	utg000028l	32.66	349	174	13	3	296	1941789	1940761	1e-20	103
EOG0915000C	utg000028l	27.10	823	435	32	22	706	1941737	1939350	2e-19	99.8
EOG0915000C	utg000028l	39.47	152	77	4	3053	3192	1937706	1937260	4e-19	94.4
EOG0915000C	utg000028l	45.45	22	12	0	3223	3244	1937195	1937130	4e-19	24.6
EOG0915000C	utg000028l	25.28	708	399	29	2809	3433	1939260	1937278	1e-18	92.8
EOG0915000C	utg000028l	50.00	18	9	0	3465	3482	1937198	1937145	1e-18	24.3
EOG0915000C	utg000028l	31.33	233	137	7	1596	1820	1933351	1932698	2e-18	96.7
EOG0915000C	utg000028l	31.03	203	135	5	950	1148	1933351	1932746	2e-18	96.3
EOG0915000C	utg000028l	31.98	197	104	5	1079	1258	1933351	1932800	3e-18	95.5
EOG0915000C	utg000028l	35.26	156	84	4	3426	3577	1937706	1937278	5e-18	88.6
EOG0915000C	utg000028l	27.54	69	37	2	3608	3667	1937201	1937007	5e-18	26.6
EOG0915000C	utg000028l	30.93	194	127	5	1201	1391	1933369	1932800	1e-17	94.0
EOG0915000C	utg000028l	28.45	362	195	13	3914	4229	1927944	1926913	6e-15	84.7
EOG0915000C	utg000028l	26.92	208	137	3	827	1019	1933369	1932746	1e-14	83.6
EOG0915000C	utg000028l	28.72	195	118	5	590	768	1933369	1932800	2e-13	73.2
EOG0915000C	utg000028l	23.81	84	54	2	788	865	1932795	1932556	2e-13	26.6
EOG0915000C	utg000028l	32.28	158	65	6	2702	2819	1937706	1937239	2e-13	73.9
EOG0915000C	utg000028l	52.94	17	8	0	2843	2859	1937195	1937145	2e-13	25.8
EOG0915000C	utg000028l	34.01	147	76	3	2801	2928	1937712	1937278	4e-13	78.6
EOG0915000C	utg000028l	25.36	280	178	10	2448	2710	1937706	1936909	6e-13	78.2
EOG0915000C	utg000028l	32.28	158	92	3	2312	2455	1937748	1937278	2e-12	76.3
EOG0915000C	utg000028l	25.11	227	137	7	475	679	1933351	1932704	4e-12	75.5
EOG0915000C	utg000028l	32.19	146	82	5	3568	3696	1937712	1937275	3e-10	69.3
EOG0915000C	utg000028l	31.22	205	109	8	1599	1791	1934121	1933567	8e-10	67.8
EOG0915000C	utg000028l	23.85	478	270	19	600	1016	1934901	1933567	1e-09	67.4
EOG0915000C	utg000028l	35.96	178	96	8	1752	1917	1934435	1933920	2e-08	63.2
EOG0915000C	utg000028l	30.48	210	106	10	952	1145	1934124	1933567	2e-08	63.2
EOG0915000C	utg000028l	27.31	216	123	10	1728	1927	1934121	1933528	2e-06	56.6
EOG0915000C	utg000028l	23.10	303	181	11	1352	1627	1931448	1930615	2e-06	53.1
EOG0915000C	utg000028l	52.94	17	8	0	1630	1646	1930610	1930560	2e-06	22.3
EOG0915000C	utg000028l	32.14	140	86	5	441	574	1936651	1936241	2e-06	56.2
EOG0915000C	utg000028l	25.09	287	159	13	1210	1469	1934121	1933348	3e-06	56.2
EOG0915000C	utg000028l	27.27	297	174	17	1607	1879	1931451	1930615	1e-05	54.3
EOG0915000C	utg000028l	42.86	63	34	1	3561	3621	1933369	1933181	1e-05	53.9
EOG0915000C	utg000028l	33.60	125	53	5	3681	3775	1929686	1929312	1e-05	53.5
EOG0915000C	utg000028l	27.70	148	80	5	3592	3720	1934441	1934022	7e-05	51.2
EOG0915000C	utg000028l	23.85	327	189	13	559	847	1935391	1934477	1e-04	50.4
EOG0915000C	utg000028l	28.12	160	102	7	957	1110	1931073	1930615	1e-04	45.4
EOG0915000C	utg000028l	42.86	14	8	0	943	956	1931114	1931073	1e-04	23.5
EOG0915000C	utg000028l	27.01	274	154	19	1086	1337	1931466	1930717	1e-04	42.7
EOG0915000C	utg000028l	42.42	33	16	2	1055	1084	1931563	1931465	1e-04	26.2
EOG0915000C	utg000028l	37.62	101	54	5	2571	2670	1936555	1936277	2e-04	50.1
EOG0915000C	utg000028l	31.45	124	76	5	1347	1466	1931073	1930717	5e-04	45.1
EOG0915000C	utg000028l	30.77	26	18	0	1321	1346	1931150	1931073	5e-04	22.3
# TBLASTN 2.2.31+
# Query: EOG0915000S
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 44 hits found
EOG0915000S	utg000028l	29.66	890	415	38	2733	3461	1609033	1606514	1e-45	186
EOG0915000S	utg000028l	32.61	644	318	29	591	1144	1616138	1614285	4e-34	147
EOG0915000S	utg000028l	36.99	365	182	11	1105	1433	1614403	1613345	5e-29	130
EOG0915000S	utg000028l	46.21	132	65	4	1870	1997	1611683	1611294	1e-28	85.9
EOG0915000S	utg000028l	28.91	294	182	11	2006	2281	1611276	1610422	1e-28	64.7
EOG0915000S	utg000028l	42.11	190	83	7	2434	2598	1609992	1609429	3e-24	83.2
EOG0915000S	utg000028l	62.75	51	16	2	2609	2658	1609400	1609254	3e-24	52.8
EOG0915000S	utg000028l	39.42	137	67	6	1530	1654	1612898	1612500	3e-23	70.9
EOG0915000S	utg000028l	39.64	111	56	5	1683	1784	1612416	1612090	3e-23	62.0
EOG0915000S	utg000028l	26.81	731	397	34	508	1128	1616439	1614331	4e-23	111
EOG0915000S	utg000028l	48.57	105	38	4	1634	1732	1612558	1612274	5e-17	91.3
EOG0915000S	utg000028l	36.74	215	95	9	2757	2936	1608971	1608345	1e-13	80.1
EOG0915000S	utg000028l	30.71	254	154	8	1948	2185	1611445	1610702	3e-13	78.6
EOG0915000S	utg000028l	63.89	36	10	2	1392	1426	1613462	1613361	7e-05	39.7
EOG0915000S	utg000028l	92.86	14	1	0	1369	1382	1613532	1613491	7e-05	30.4
EOG0915000S	utg000028l	33.91	115	54	4	1	95	1618568	1618230	1e-04	50.4
EOG0915000S	utg000011l	27.17	519	299	22	758	1213	1624611	1626119	2e-20	102
EOG0915000S	utg000011l	30.37	214	106	8	3282	3454	1641965	1642600	1e-11	65.5
EOG0915000S	utg000011l	66.67	15	5	0	3459	3473	1642620	1642664	1e-11	27.7
EOG0915000S	utg000011l	40.19	107	61	2	2599	2703	1634268	1634585	9e-10	67.4
EOG0915000S	utg000011l	69.70	33	10	0	2998	3030	1636626	1636724	2e-07	59.7
EOG0915000S	utg000011l	63.04	46	17	0	3080	3125	1636858	1636995	2e-07	48.5
EOG0915000S	utg000011l	75.00	16	4	0	3131	3146	1637009	1637056	2e-07	30.0
EOG0915000S	utg000011l	39.13	69	38	2	1321	1389	1626588	1626782	4e-04	42.0
EOG0915000S	utg000011l	76.92	13	3	0	1405	1417	1626824	1626862	4e-04	25.4
EOG0915000S	utg000002l	31.98	222	123	7	966	1172	14245984	14245358	5e-15	84.7
EOG0915000S	utg000002l	65.52	29	10	0	3069	3097	3219666	3219580	4e-07	53.9
EOG0915000S	utg000002l	57.14	14	6	0	3126	3139	3219488	3219447	4e-07	23.9
EOG0915000S	utg000010l	55.00	60	26	1	2018	2076	2363679	2363858	8e-14	80.9
EOG0915000S	utg000010l	82.76	29	5	0	1095	1123	2356406	2356492	2e-08	53.1
EOG0915000S	utg000010l	48.57	35	17	1	1123	1157	2356491	2356592	2e-08	28.9
EOG0915000S	utg000010l	28.41	176	87	4	3183	3320	2369583	2370107	2e-07	59.3
EOG0915000S	utg000010l	40.38	104	50	5	2257	2355	2364543	2364833	3e-06	55.5
EOG0915000S	utg000010l	36.47	85	50	3	2725	2808	2367479	2367724	4e-05	49.7
EOG0915000S	utg000010l	36.36	22	14	0	2822	2843	2367838	2367903	4e-05	20.8
EOG0915000S	utg000010l	24.80	125	70	1	1869	1969	2361565	2361939	3e-04	48.9
EOG0915000S	utg000010l	59.46	37	15	0	2631	2667	2366782	2366892	3e-04	44.7
EOG0915000S	utg000010l	52.94	17	8	0	2615	2631	2366732	2366782	3e-04	22.7
EOG0915000S	utg000043l	31.58	152	87	6	900	1040	1436700	1437137	9e-09	63.9
EOG0915000S	utg000043l	43.14	51	29	0	1021	1071	285857	285705	1e-07	45.4
EOG0915000S	utg000043l	52.94	34	15	1	985	1018	285963	285865	1e-07	33.9
EOG0915000S	utg000043l	29.38	160	80	6	1073	1217	285556	285131	2e-05	52.8
EOG0915000S	utg000027l	33.61	122	78	3	3251	3370	1763781	1764143	1e-07	60.5
EOG0915000S	utg000027l	28.17	284	141	14	981	1222	1755788	1756576	1e-04	50.4
# TBLASTN 2.2.31+
# Query: EOG0915000X
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
EOG0915000X	utg000010l	36.39	665	367	21	2474	3103	896832	898763	4e-72	273
EOG0915000X	utg000010l	30.48	420	218	15	2466	2842	896809	897975	5e-46	126
EOG0915000X	utg000010l	42.75	131	60	5	2292	2408	896200	896589	5e-46	75.5
EOG0915000X	utg000010l	46.67	30	11	1	2414	2438	896618	896707	5e-46	27.7
EOG0915000X	utg000010l	43.45	145	74	4	3092	3232	898729	899151	8e-18	91.3
EOG0915000X	utg000010l	64.71	17	6	0	3269	3285	899256	899306	8e-18	23.1
EOG0915000X	utg000010l	48.08	156	58	6	3293	3433	899515	899958	2e-15	86.3
EOG0915000X	utg000010l	40.62	160	83	4	2896	3045	898127	898600	1e-12	77.0
EOG0915000X	utg000010l	41.55	142	44	8	3327	3448	899631	899999	2e-10	69.7
EOG0915000X	utg000010l	37.07	116	64	5	664	776	891156	891485	7e-04	47.8
EOG0915000X	utg000027l	34.66	176	84	7	5	165	1359913	1360392	2e-09	66.2
EOG0915000X	utg000027l	29.49	217	127	8	83	286	1360130	1360741	1e-04	50.1
EOG0915000X	utg000031l	36.11	72	22	2	63	110	1827091	1826876	1e-07	43.5
EOG0915000X	utg000031l	84.62	13	2	0	26	38	1827173	1827135	1e-07	27.7
EOG0915000X	utg000031l	68.75	16	5	0	108	123	1826874	1826827	1e-07	26.9
# TBLASTN 2.2.31+
# Query: EOG0915000Y
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
EOG0915000Y	utg000001l	40.14	837	393	26	792	1551	6759660	6757243	3e-152	422
EOG0915000Y	utg000001l	37.50	344	128	12	1568	1863	6757166	6756252	3e-152	140
EOG0915000Y	utg000001l	29.88	1459	754	56	143	1412	6761840	6757704	7e-97	355
EOG0915000Y	utg000001l	31.18	558	290	22	1595	2103	6757083	6755545	1e-32	142
EOG0915000Y	utg000001l	28.65	726	412	37	1964	2641	6755957	6753954	1e-28	129
EOG0915000Y	utg000001l	33.33	480	251	23	2294	2731	6754992	6753634	4e-24	114
EOG0915000Y	utg000001l	34.90	447	192	22	1	379	6762312	6761065	1e-22	109
EOG0915000Y	utg000001l	42.03	138	51	7	501	622	6760569	6760195	2e-14	82.8
EOG0915000Y	utg000001l	36.14	202	117	9	2807	3004	6752694	6752113	1e-08	58.9
EOG0915000Y	utg000001l	71.43	14	4	0	2790	2803	6752747	6752706	1e-08	21.6
EOG0915000Y	utg000001l	40.00	20	12	0	3010	3029	6752101	6752042	1e-08	21.2
EOG0915000Y	utg000001l	29.20	113	76	1	2143	2251	6756325	6755987	4e-04	48.5
EOG0915000Y	utg000001l	21.24	259	136	11	2102	2302	2270486	2271232	0.001	34.7
EOG0915000Y	utg000001l	59.09	22	9	0	2082	2103	2270427	2270492	0.001	30.8
EOG0915000Y	utg000002l	27.63	228	120	11	1869	2068	12571710	12571078	2e-04	49.7
EOG0915000Y	utg000002l	26.22	164	61	6	2060	2170	12571701	12571231	7e-04	47.8
# TBLASTN 2.2.31+
# Query: EOG0915001B
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 14 hits found
EOG0915001B	utg000008l	42.05	88	44	5	2461	2545	348679	348930	1e-23	58.2
EOG0915001B	utg000008l	37.50	96	39	2	2372	2446	348291	348578	1e-23	55.8
EOG0915001B	utg000008l	34.90	149	63	9	2234	2366	347813	348205	1e-23	38.9
EOG0915001B	utg000008l	34.65	127	19	4	1060	1122	342810	343190	2e-12	55.1
EOG0915001B	utg000008l	68.18	22	7	0	1037	1058	342677	342742	2e-12	40.0
EOG0915001B	utg000008l	34.64	179	90	7	1788	1954	346281	346772	1e-11	72.8
EOG0915001B	utg000008l	30.16	126	46	4	122	211	338687	339046	5e-08	42.4
EOG0915001B	utg000008l	52.00	25	12	0	226	250	339088	339162	5e-08	31.2
EOG0915001B	utg000008l	78.57	14	3	0	96	109	338611	338652	5e-08	25.8
EOG0915001B	utg000008l	33.33	120	40	5	1195	1283	343712	344044	1e-06	56.6
EOG0915001B	utg000008l	24.01	379	194	16	1685	1993	345835	346899	2e-06	55.8
EOG0915001B	utg000008l	80.00	20	4	0	30	49	338334	338393	1e-05	40.0
EOG0915001B	utg000008l	82.35	17	3	0	7	23	338197	338247	1e-05	32.3
EOG0915001B	utg000008l	33.08	133	79	4	382	507	339946	340335	7e-05	50.4
# TBLASTN 2.2.31+
# Query: EOG0915001M
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 13 hits found
EOG0915001M	utg000001l	33.28	586	285	22	798	1316	3680826	3682466	1e-63	193
EOG0915001M	utg000001l	37.97	158	61	5	1320	1442	3682496	3682963	1e-63	74.3
EOG0915001M	utg000001l	33.90	469	201	17	1740	2124	3684010	3685341	4e-41	170
EOG0915001M	utg000001l	42.93	191	84	6	886	1058	3681085	3681636	5e-26	120
EOG0915001M	utg000001l	32.36	343	138	15	1385	1657	3682777	3683733	7e-25	116
EOG0915001M	utg000001l	32.56	301	161	9	1531	1807	3683363	3684211	1e-24	116
EOG0915001M	utg000001l	42.11	190	73	10	1157	1319	3681934	3682473	6e-22	107
EOG0915001M	utg000001l	32.05	312	163	12	732	1006	3680546	3681445	9e-17	90.1
EOG0915001M	utg000001l	40.00	130	67	5	647	768	3680278	3680658	7e-13	77.0
EOG0915001M	utg000001l	91.18	34	3	0	2318	2351	3686271	3686372	2e-09	65.5
EOG0915001M	utg000001l	35.25	122	57	3	2119	2219	3685571	3685933	1e-08	63.2
EOG0915001M	utg000001l	28.48	309	179	14	122	415	3678655	3679500	4e-08	52.4
EOG0915001M	utg000001l	27.52	149	75	8	5	121	3678201	3678644	4e-08	28.1
# TBLASTN 2.2.31+
# Query: EOG0915001T
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 10 hits found
EOG0915001T	utg000028l	30.59	657	319	28	1797	2349	1794375	1792504	2e-38	141
EOG0915001T	utg000028l	35.06	77	27	2	1741	1794	1794611	1794381	2e-38	41.6
EOG0915001T	utg000028l	28.68	889	400	43	1842	2541	1794202	1791671	2e-33	145
EOG0915001T	utg000028l	41.18	136	54	5	2462	2575	1791902	1791507	7e-16	65.9
EOG0915001T	utg000028l	40.00	70	18	2	2415	2461	1792110	1791904	7e-16	41.2
EOG0915001T	utg000028l	44.62	65	36	0	1063	1127	1797141	1796947	7e-08	45.4
EOG0915001T	utg000028l	45.00	60	27	4	1141	1197	1796903	1796733	7e-08	34.7
EOG0915001T	utg000001l	29.24	171	107	4	1962	2128	5721761	5722243	2e-15	61.2
EOG0915001T	utg000001l	40.68	59	18	2	2134	2175	5722257	5722433	2e-15	40.0
EOG0915001T	utg000001l	60.00	15	6	0	1946	1960	5721715	5721759	2e-15	23.9
# TBLASTN 2.2.31+
# Query: EOG09150020
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
EOG09150020	utg000043l	44.21	337	97	8	1249	1500	4606004	4606996	2e-55	217
EOG09150020	utg000043l	31.72	785	370	29	262	910	4602057	4604321	8e-47	174
EOG09150020	utg000043l	42.17	83	45	1	181	260	4601804	4602052	8e-47	36.6
EOG09150020	utg000043l	32.95	346	135	9	1338	1589	4606386	4607414	9e-28	105
EOG09150020	utg000043l	50.00	56	11	3	1591	1633	4607417	4607572	9e-28	41.6
EOG09150020	utg000043l	30.52	344	171	10	95	373	4601407	4602429	1e-21	104
EOG09150020	utg000043l	71.43	14	4	0	378	391	4602443	4602484	1e-21	22.3
EOG09150020	utg000043l	51.96	102	41	4	1642	1740	4607993	4608283	2e-16	88.2
EOG09150020	utg000043l	60.98	82	29	3	1759	1839	4608770	4609009	2e-16	88.2
EOG09150020	utg000043l	28.92	612	287	29	414	925	4602671	4604362	6e-16	86.7
EOG09150020	utg000043l	36.69	169	54	7	40	162	4601181	4601666	4e-14	77.0
EOG09150020	utg000043l	76.92	13	3	0	1	13	4601078	4601116	4e-14	23.9
EOG09150020	utg000043l	39.62	106	47	4	1650	1746	4608006	4608299	1e-06	55.8
EOG09150020	utg000043l	38.95	95	53	4	1796	1886	4608871	4609152	3e-06	54.7
EOG09150020	utg000043l	47.22	72	27	3	1043	1106	4605134	4605340	8e-06	53.1
EOG09150020	utg000043l	32.92	161	60	8	1803	1939	4608903	4609313	2e-04	48.9
# TBLASTN 2.2.31+
# Query: EOG09150025
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
EOG09150025	utg000014l	27.43	678	374	28	711	1310	1782162	1784075	6e-45	101
EOG09150025	utg000014l	41.24	194	78	10	515	681	1781524	1782078	6e-45	85.1
EOG09150025	utg000014l	70.59	34	8	2	478	511	1781417	1781512	6e-45	38.5
EOG09150025	utg000014l	31.84	603	262	24	1640	2120	1785325	1787052	7e-42	172
EOG09150025	utg000014l	27.45	805	344	38	1441	2055	1784579	1786843	3e-24	114
EOG09150025	utg000014l	42.70	178	76	6	1090	1254	1783367	1783861	7e-24	113
EOG09150025	utg000014l	48.00	125	45	4	1354	1468	1784316	1784660	2e-16	88.2
EOG09150025	utg000014l	30.22	407	216	18	112	459	1778705	1779898	2e-16	88.2
EOG09150025	utg000014l	30.70	316	160	12	605	884	1781846	1782724	2e-11	71.6
EOG09150025	utg000014l	44.59	74	38	2	14	85	1778226	1778444	7e-05	50.1
EOG09150025	utg000029l	34.78	69	42	1	654	719	2806962	2807168	2e-10	45.1
EOG09150025	utg000029l	28.65	192	123	7	741	922	2807234	2807797	2e-10	43.5
EOG09150025	utg000029l	36.27	102	57	5	1098	1195	2815739	2816032	3e-06	50.8
EOG09150025	utg000029l	36.36	22	14	0	1202	1223	2816038	2816103	3e-06	22.7
EOG09150025	utg000029l	55.17	29	13	0	417	445	2785541	2785627	6e-04	47.0
# TBLASTN 2.2.31+
# Query: EOG09150029
# Database: ./tmp/unitigs_diptera_odb9_3925818918
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 12 hits found
